"","ï..FID","source","survey_cod","siteid","s_east","s_north","m_code","hull_sampl","hull_secti","s_date","taxon_name","phylum","class","F_order","family","genus","species","authority","aphia_id","Name","Year_","establishe","biosecurit","GlobalID","x","y"
"1112",80516,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23073",1684512,5428673,"BSLD","no"," ","September 14, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","a0dcf461-db82-47d2-be6b-79b95cc7cc27",1684512,5428673
"1113",80956,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23181a",1687064,5431525,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","5b282a85-1607-4c38-ba18-d7136d65a1f9",1687064,5431525
"1114",80957,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23181b",1687064,5431525,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","fcd75df8-5ed7-47d6-a59d-5d9edd3aedf8",1687064,5431525
"1115",80958,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23182a",1686944,5431455,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","87e7e8c2-37ff-4d6f-87ca-e0f9d390330b",1686944,5431455
"1116",80959,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23182b",1686944,5431455,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","8cb788bd-680e-46ab-a49e-5a0441f725e8",1686944,5431455
"1117",80960,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23183a",1686964,5431305,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","7b426d8a-2580-40a5-906a-a76ee17d9438",1686964,5431305
"1118",80961,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23183b",1686964,5431305,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","a3de2d1e-2e7e-4308-924f-ed950b14ca29",1686964,5431305
"1119",80962,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23184a",1686864,5431195,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","d6113229-ef31-4a38-a782-35e48c53e33c",1686864,5431195
"1120",80963,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23184b",1686864,5431195,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","084e224f-dc3e-42fd-b6e4-be40bff95e03",1686864,5431195
"1121",80964,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23185a",1687054,5431175,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","bc8abac6-5dfd-4802-8f9a-da9a8b936ab8",1687054,5431175
"1122",80965,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23185b",1687054,5431175,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","4c7538cc-a7a2-406e-befb-c487a0f27fa1",1687054,5431175
"1123",80966,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23186a",1686924,5431095,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","42119d07-6f8b-45ba-8e8e-79ca7e5020df",1686924,5431095
"1124",80967,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23186b",1686924,5431095,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","73fbcc27-d332-483a-8fa5-fa857087ee0a",1686924,5431095
"1125",80968,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23187a",1686944,5431025,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","36cba6ea-1a35-4418-8816-13b92bdf3920",1686944,5431025
"1126",80970,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23187b",1686944,5431025,"VISD","no"," ","September 12, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","0eeefd51-e6ee-45e5-853b-63d1b53b265d",1686944,5431025
"1127",80971,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23192a",1683660,5429918,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","fc6435db-6457-4b11-a32b-b6388a45ad05",1683660,5429918
"1128",80972,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23192b",1683660,5429918,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","690a50c3-5a90-4f3f-a71a-67e471fbd8ea",1683660,5429918
"1129",80973,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23195a",1683657,5429864,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","e6b9c199-16ae-4172-8eec-6ac35d4d6e23",1683657,5429864
"1130",80974,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23195b",1683657,5429864,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","41b1a718-45b1-4ae6-843f-325db22acf10",1683657,5429864
"1131",80975,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23196a",1683669,5429800,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","4346b2c9-8ac0-4926-aa59-709486c60cea",1683669,5429800
"1132",81002,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24181a",1687054,5431515,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","765e2f0c-ce2b-46a0-be62-42388069a09e",1687054,5431515
"1133",81003,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24181b",1687054,5431515,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","ec413cfa-3286-42a1-9249-994c778fbcdf",1687054,5431515
"1134",81004,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24182a",1687034,5431415,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","d8137ea4-043f-4e40-9410-a76f62f0926c",1687034,5431415
"1135",81005,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24182b",1687034,5431415,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","8b4e62a6-d32f-45de-95a9-d94496774d2c",1687034,5431415
"1136",81006,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24183a",1686914,5431275,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e2c773c4-a726-4b0c-9521-d659c171822e",1686914,5431275
"1137",81007,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24183b",1686914,5431275,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e0f9dfbe-f36d-4dfa-a509-e585045a309a",1686914,5431275
"1138",81008,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24184a",1687074,5431175,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","d97e31ef-aef0-4b87-aaff-b42413f3ad33",1687074,5431175
"1139",81009,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24184b",1687074,5431175,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e1f4d70e-43ab-4662-9336-6308548843cb",1687074,5431175
"1140",81010,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24185a",1686904,5431145,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","d53feb5e-47ab-4961-b87d-65cc20ce6392",1686904,5431145
"1141",81011,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24185b",1686904,5431145,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","678bd564-1cfc-415e-b9f8-daf2f5131998",1686904,5431145
"1142",81012,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24186a",1687014,5431125,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","33ce0efb-ae82-470d-b1b2-3b0c403a2215",1687014,5431125
"1143",81013,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24187a",1686904,5431055,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","1f324281-7e19-446b-b671-65106b7415b1",1686904,5431055
"1144",81014,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24187b",1686904,5431055,"VISD","no"," ","March 13, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","45f53fce-c268-4db3-9a1c-bab2b6a07446",1686904,5431055
"1145",81016,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24192a",1683765,5430142,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","b41b814c-b64b-469c-9b2e-8457f4dda9db",1683765,5430142
"1146",81019,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24195a",1683665,5430032,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","4b95337b-09bc-45b8-807b-e4a58c9822dd",1683665,5430032
"1147",81020,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24196a",1683645,5429992,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e1a8b1fd-bba3-498d-81a7-ba7148ed83a4",1683645,5429992
"1148",81021,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24199a",1684607,5428639,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e5301af4-27e4-4cf9-9836-0c8075845d77",1684607,5428639
"1149",81024,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24199b",1684607,5428639,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","af55f587-34c1-43da-a33a-3f90b6cfac51",1684607,5428639
"1150",81026,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24200a",1684707,5428639,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","95fd34ad-8977-4385-b5f5-7b71f6dd72b3",1684707,5428639
"1151",81028,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24200b",1684707,5428639,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","faf4eaec-d6c0-48c4-9285-6ceafd145ad3",1684707,5428639
"1152",81029,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24201a",1684242,5429333,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","0760ba0b-b419-41b2-bfa7-3cfa9cc6ac36",1684242,5429333
"1153",81030,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24201b",1684242,5429333,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e28748be-3b8b-4431-ae89-13cb65f0a207",1684242,5429333
"1154",81031,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24202a",1684252,5429273,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","d88750ee-1bf3-4979-9b5c-a1d4ab5f9156",1684252,5429273
"1155",81032,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24202b",1684252,5429273,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","0d2759ab-406e-4bc1-89a4-c7291662fb80",1684252,5429273
"1156",81033,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24203b",1684132,5429263,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","3264cbf7-9a13-45e1-93fc-48bd8f9ef758",1684132,5429263
"1157",81034,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24204a",1684242,5429143,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","41541f05-3835-4db2-aebd-ee5fd98db130",1684242,5429143
"1158",81036,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24204b",1684242,5429143,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","33724630-8aa4-4c65-8fc6-26f76becb02d",1684242,5429143
"1159",81038,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24205b",1684212,5429033,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","ad97ce38-4f75-43b3-8eb6-b9a831ef0806",1684212,5429033
"1160",81040,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24206a",1684262,5428924,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","63194997-9c58-4679-9116-c165d7f66d37",1684262,5428924
"1161",81041,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24206b",1684262,5428924,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","fa2a0e6d-f9e2-4230-a6e3-2656fa57b82c",1684262,5428924
"1162",81042,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24207a",1684492,5428874,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","1298c2b1-6245-49a1-b3e5-acf65ea846a9",1684492,5428874
"1163",81045,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24207b",1684492,5428874,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","386ccb0b-2934-4ff9-b307-b2f0f3403575",1684492,5428874
"1164",81049,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24208a",1684442,5428754,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e4e26305-518b-4b02-85f0-b7f5a94ba23c",1684442,5428754
"1165",81051,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24208b",1684442,5428754,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","e2159daa-0b0e-4de4-9ebb-2f8b3d883e9b",1684442,5428754
"1166",81053,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24209a",1684572,5428724,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","16bea16e-8113-4ef6-a855-76a1338a3432",1684572,5428724
"1167",81056,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24209b",1684572,5428724,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","7300911e-ff7e-41f0-b612-adb3a3d321d8",1684572,5428724
"1168",81058,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24210a",1684492,5428694,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","850cd603-a4f0-4663-be35-6b45b5fbb077",1684492,5428694
"1169",81059,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24210b",1684492,5428694,"VISD","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","77e4113f-66bd-4976-ad73-37efb5a4c8ce",1684492,5428694
"1170",81087,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24222",1687046,5431535,"WRACK","no"," ","March 15, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","821180ea-b3ff-4d03-adae-6ec947eef9fb",1687046,5431535
"1171",81088,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24223",1686973,5431486,"WRACK","no"," ","March 15, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","7bbc68db-ebf7-41c8-9150-6cdbfbbd8a11",1686973,5431486
"1172",81089,"Marine High Risk Site Surveillance","SVPCN24","SVPCN24225",1687046,5431104,"WRACK","no"," ","March 14, 2017","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2017,"yes","Non-indigenous","03a8620b-950f-47ee-9a19-a83529f3d478",1687046,5431104
"1173",81090,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23196b",1683669,5429800,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","0c6d4e4d-7a2a-4078-a76c-e8d5afb5f09c",1683669,5429800
"1174",81091,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23199a",1684797,5428729,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","ec5da01c-ed76-4b43-a68c-a59483b86e3a",1684797,5428729
"1175",81093,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23199b",1684797,5428729,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","edad4b80-8183-4c12-968f-478b29d57953",1684797,5428729
"1176",81095,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23200a",1684657,5428689,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","0bdb3634-9796-48c8-a71b-17443b6f41bf",1684657,5428689
"1177",81097,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23200b",1684657,5428689,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","201448b2-8e52-429e-84fe-387c7f4eb4e5",1684657,5428689
"1178",81099,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23201a",1684637,5428589,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","23e55dc5-619c-4b3b-9d5f-5f890d11d651",1684637,5428589
"1179",81101,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23201b",1684637,5428589,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","e438a34b-f056-47b1-839b-b7a2d4b4afb1",1684637,5428589
"1180",81103,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23202b",1684152,5429433,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","6641a0e1-595b-4a0f-9771-687b9dbd825e",1684152,5429433
"1181",81104,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23203a",1684142,5429283,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","ca4563bc-c8fe-43cb-8497-35f4fe2e207d",1684142,5429283
"1182",81105,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23203b",1684142,5429283,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","2089995c-a953-41f7-8707-976df1758f62",1684142,5429283
"1183",81106,"Marine High Risk Site Surveillance","SVPCN23","SVPCN23204a",1684202,5429223,"VISD","no"," ","September 13, 2016","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Picton",2016,"yes","Non-indigenous","dc5511f0-0f26-45ae-8551-d8b80d36fa29",1684202,5429223
